<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
ДетскийМир;D;23/07/20;000000;116.4;117.98;115.24;116.78;3516870;0
ДетскийМир;D;24/07/20;000000;115.84;118.72;113.28;115.1;4125720;0
ДетскийМир;D;27/07/20;000000;115.16;115.98;113.54;115.04;2226030;0
ДетскийМир;D;28/07/20;000000;115.54;116.92;114.54;115.4;2113730;0
ДетскийМир;D;29/07/20;000000;115.2;116.4;114.92;115.4;1059190;0
ДетскийМир;D;30/07/20;000000;116;116.3;114.28;115.62;2045340;0
ДетскийМир;D;31/07/20;000000;115.62;117.5;115.12;116.9;3070740;0
ДетскийМир;D;03/08/20;000000;116.3;118.5;116.24;118.12;2225970;0
ДетскийМир;D;04/08/20;000000;118.54;120.34;117.66;119.4;3290430;0
ДетскийМир;D;05/08/20;000000;120;123.88;119.82;121.58;3784030;0
ДетскийМир;D;06/08/20;000000;122;122.46;118.72;121.44;2572460;0
ДетскийМир;D;07/08/20;000000;119.74;120.76;119;120.12;1044520;0
ДетскийМир;D;10/08/20;000000;120.26;120.86;117.56;119.18;1997640;0
ДетскийМир;D;11/08/20;000000;119.28;121.78;118.16;120;1721770;0
ДетскийМир;D;12/08/20;000000;119.62;122.4;119.62;120.96;1892900;0
ДетскийМир;D;13/08/20;000000;120.42;122.36;118.24;121.58;1591400;0
ДетскийМир;D;14/08/20;000000;121.8;123.58;118.92;121.48;2069150;0
ДетскийМир;D;17/08/20;000000;121.82;122.16;118.24;120.3;2157630;0
ДетскийМир;D;18/08/20;000000;120.28;121.18;118.7;119.96;3306430;0
ДетскийМир;D;19/08/20;000000;120.1;121.92;120.02;120.32;2175910;0
ДетскийМир;D;20/08/20;000000;120.9;120.9;118.32;119.44;1974180;0
ДетскийМир;D;21/08/20;000000;119.98;121.3;118.8;120.36;1693370;0
ДетскийМир;D;24/08/20;000000;121.3;123.54;120.5;123.5;2277630;0
ДетскийМир;D;25/08/20;000000;124.18;126.24;119.74;122;4301860;0
ДетскийМир;D;26/08/20;000000;121.3;124.9;120.4;123.1;2513480;0
ДетскийМир;D;27/08/20;000000;122.9;125.4;122.62;125.12;2604010;0
ДетскийМир;D;28/08/20;000000;124.82;125.2;118.26;120.5;4656130;0
ДетскийМир;D;31/08/20;000000;120.7;120.7;114.32;116.76;6932610;0
ДетскийМир;D;01/09/20;000000;116.98;119.5;110.12;113.8;8413870;0
ДетскийМир;D;02/09/20;000000;112;113.48;110.7;112.8;32354720;0
ДетскийМир;D;03/09/20;000000;112.68;114;110.3;110.94;11104550;0
ДетскийМир;D;04/09/20;000000;110.5;111.18;109.06;110.46;6865710;0
ДетскийМир;D;07/09/20;000000;110.48;112;109.98;111.36;11754410;0
ДетскийМир;D;08/09/20;000000;111.36;111.98;109.2;110.6;4997360;0
ДетскийМир;D;09/09/20;000000;110.48;112.26;109.6;112;8213800;0
ДетскийМир;D;10/09/20;000000;112.04;113.46;110.84;111.5;3788690;0
ДетскийМир;D;11/09/20;000000;111.9;112.88;110;111.98;2743470;0
ДетскийМир;D;14/09/20;000000;112.4;113;111.6;112.16;3209520;0
ДетскийМир;D;15/09/20;000000;113;113;111.66;112.5;4997380;0
ДетскийМир;D;16/09/20;000000;112.78;115.4;111.94;114.48;5904980;0
ДетскийМир;D;17/09/20;000000;114.14;115.5;113.04;114.86;5724800;0
ДетскийМир;D;18/09/20;000000;115;115;113.22;114.1;8932070;0
ДетскийМир;D;21/09/20;000000;114.32;114.88;111.78;112.94;2783370;0
ДетскийМир;D;22/09/20;000000;113.16;114.5;112.86;113.94;2337070;0
ДетскийМир;D;23/09/20;000000;114.2;114.7;113.2;113.86;4691410;0
ДетскийМир;D;24/09/20;000000;114;114.98;113.3;114.82;2492570;0
ДетскийМир;D;25/09/20;000000;115.22;117.48;114.06;116.8;12614630;0
ДетскийМир;D;28/09/20;000000;114.64;118;113.2;117.18;7899090;0
ДетскийМир;D;29/09/20;000000;117.48;117.52;114.4;115.8;4898490;0
ДетскийМир;D;30/09/20;000000;116.5;117.9;115.92;117.06;3281500;0
ДетскийМир;D;01/10/20;000000;117.84;119.54;117.08;118.6;4634710;0
ДетскийМир;D;02/10/20;000000;117.5;120;117.4;119.48;4573500;0
ДетскийМир;D;05/10/20;000000;119.94;121.16;118.14;119.34;2954800;0
ДетскийМир;D;06/10/20;000000;119.3;120.6;117.64;118.2;1819070;0
ДетскийМир;D;07/10/20;000000;119;120;117.62;118.1;2777750;0
ДетскийМир;D;08/10/20;000000;118.02;120.84;118.02;119.3;3533650;0
ДетскийМир;D;09/10/20;000000;119;119.42;115.6;117.02;3112970;0
ДетскийМир;D;12/10/20;000000;116.2;119.24;116.2;118.26;1002100;0
ДетскийМир;D;13/10/20;000000;118.56;119.2;118.28;118.9;1641980;0
ДетскийМир;D;14/10/20;000000;121;121;118.4;119.18;2646800;0
ДетскийМир;D;15/10/20;000000;119.48;120.34;118.3;118.9;1633550;0
ДетскийМир;D;16/10/20;000000;119.68;119.68;114.64;115.76;3744940;0
ДетскийМир;D;19/10/20;000000;115.64;116.36;113.1;114.14;2707260;0
ДетскийМир;D;20/10/20;000000;113.86;117.26;113.72;115.94;1774720;0
ДетскийМир;D;21/10/20;000000;116.3;116.46;113.7;114.88;1675100;0
ДетскийМир;D;22/10/20;000000;114.84;115.9;114.26;115;1275070;0
ДетскийМир;D;23/10/20;000000;115.16;115.88;114.76;115.5;1000160;0
ДетскийМир;D;26/10/20;000000;115.02;117;114.14;115;1909600;0
ДетскийМир;D;27/10/20;000000;115.4;115.62;114.06;114.5;950870;0
ДетскийМир;D;28/10/20;000000;114.68;114.7;109.56;112.04;3900430;0
ДетскийМир;D;29/10/20;000000;112.18;114.2;109.4;111;2789260;0
ДетскийМир;D;30/10/20;000000;111.04;111.04;108.1;109.74;1932920;0
ДетскийМир;D;02/11/20;000000;111;113.28;109.52;112.5;3141740;0
ДетскийМир;D;03/11/20;000000;112.98;113.9;112.08;112.86;2633510;0
ДетскийМир;D;05/11/20;000000;114;117.6;113;116.18;3038510;0
ДетскийМир;D;06/11/20;000000;116.18;118.94;115.04;118;3724150;0
ДетскийМир;D;09/11/20;000000;119;119.48;116;117.28;4164650;0
ДетскийМир;D;10/11/20;000000;117;118.9;116.66;117.6;2305020;0
ДетскийМир;D;11/11/20;000000;117.98;118.5;115.04;116.14;2380610;0
ДетскийМир;D;12/11/20;000000;117;117.98;115.8;116.32;2464370;0
ДетскийМир;D;13/11/20;000000;116.2;118.4;116.2;118.3;2993680;0
ДетскийМир;D;16/11/20;000000;118.58;121;118.56;120.78;4084590;0
ДетскийМир;D;17/11/20;000000;121;122.9;119.68;120.6;2316560;0
ДетскийМир;D;18/11/20;000000;119.7;125;119.7;124.44;3858810;0
ДетскийМир;D;19/11/20;000000;123.52;125.82;122.04;123.1;2593490;0
ДетскийМир;D;20/11/20;000000;123.1;128;123.1;126.52;5580990;0
ДетскийМир;D;23/11/20;000000;127.5;129.5;126.1;129;3488720;0
ДетскийМир;D;24/11/20;000000;129.4;130.38;125.48;127.92;4605960;0
ДетскийМир;D;25/11/20;000000;127.16;128.22;122.6;124.96;4894980;0
ДетскийМир;D;26/11/20;000000;124.1;127;122.8;126.06;3663040;0
ДетскийМир;D;27/11/20;000000;126.3;127.12;125.02;126.48;3841850;0
ДетскийМир;D;30/11/20;000000;126.62;151.42;125.68;143.6;60790750;0
ДетскийМир;D;01/12/20;000000;141;146.62;140.3;141.3;12148730;0
ДетскийМир;D;02/12/20;000000;141.96;142.54;134.8;137.6;12724830;0
ДетскийМир;D;03/12/20;000000;137.98;139.94;136.18;138.14;16179130;0
ДетскийМир;D;04/12/20;000000;137.84;140.8;136.72;139.9;11467520;0
ДетскийМир;D;07/12/20;000000;139.2;144.4;139.2;143.2;9362940;0
ДетскийМир;D;08/12/20;000000;143.5;145.3;141.58;143.26;9156160;0
ДетскийМир;D;09/12/20;000000;143.84;143.84;137.02;140.3;20446320;0
ДетскийМир;D;10/12/20;000000;140;142.56;135.46;138.98;12720060;0
ДетскийМир;D;11/12/20;000000;141.5;149.86;141.5;146;30500040;0
ДетскийМир;D;14/12/20;000000;146.62;150.32;141.54;149.3;12000770;0
ДетскийМир;D;15/12/20;000000;146.1;151.48;142.04;145.5;19327350;0
ДетскийМир;D;16/12/20;000000;144.48;149;141.7;143.4;10172290;0
ДетскийМир;D;17/12/20;000000;143.1;146.12;140;142.02;9032910;0
ДетскийМир;D;18/12/20;000000;141;141;134.24;136.98;10335670;0
ДетскийМир;D;21/12/20;000000;135;137.5;134.44;136;6343880;0
ДетскийМир;D;22/12/20;000000;135.26;139;134.8;138.78;5136980;0
ДетскийМир;D;23/12/20;000000;138;144.3;137.64;143.5;7082380;0
ДетскийМир;D;24/12/20;000000;143.72;145.7;143.6;144.58;6424980;0
ДетскийМир;D;25/12/20;000000;139.52;142.96;139.1;140.48;5122600;0
ДетскийМир;D;28/12/20;000000;139.54;142;139.02;139.68;3133970;0
ДетскийМир;D;29/12/20;000000;139.06;139.88;134.8;136.46;6658700;0
ДетскийМир;D;30/12/20;000000;136.3;137;135.02;136.2;1692610;0
ДетскийМир;D;04/01/21;000000;135.7;137.76;135.7;137.12;2430740;0
ДетскийМир;D;05/01/21;000000;136.9;138.5;135.7;136.96;3433380;0
ДетскийМир;D;06/01/21;000000;136.5;137.76;135.2;135.54;2348460;0
ДетскийМир;D;08/01/21;000000;136.48;136.6;132.52;134.1;5376110;0
ДетскийМир;D;11/01/21;000000;134.08;134.7;133.18;133.6;3401750;0
ДетскийМир;D;12/01/21;000000;133.98;133.98;131;132.18;3784210;0
ДетскийМир;D;13/01/21;000000;131.82;132.24;130.18;131.14;2201620;0
ДетскийМир;D;14/01/21;000000;131.52;131.52;130.42;131.44;2227890;0
ДетскийМир;D;15/01/21;000000;131.48;131.5;130.06;130.72;2382440;0
ДетскийМир;D;18/01/21;000000;130.92;133.8;130.08;132.92;4283760;0
ДетскийМир;D;19/01/21;000000;133.04;134.5;131.64;134.02;4083120;0
ДетскийМир;D;20/01/21;000000;135.1;138.22;134.26;137.98;6494730;0
ДетскийМир;D;21/01/21;000000;137.12;141.96;136.26;140.5;12525660;0
ДетскийМир;D;22/01/21;000000;140.98;143;139.56;141.54;7546160;0
ДетскийМир;D;25/01/21;000000;142;142.88;139.8;141.86;4672140;0
ДетскийМир;D;26/01/21;000000;141.9;143.44;141.18;142.78;4176550;0
ДетскийМир;D;27/01/21;000000;143.12;143.5;138.52;139.88;2919890;0
ДетскийМир;D;28/01/21;000000;139.86;142.5;137.64;140.92;5574450;0
ДетскийМир;D;29/01/21;000000;140.72;143.5;139.8;141.24;3947120;0
ДетскийМир;D;01/02/21;000000;142.48;143.9;138.24;140;5697630;0
ДетскийМир;D;02/02/21;000000;139.16;142.2;139.16;140.56;1656690;0
ДетскийМир;D;03/02/21;000000;140.98;141.4;139.62;140.4;1119320;0
ДетскийМир;D;04/02/21;000000;140.4;141;140.14;140.82;1078180;0
ДетскийМир;D;05/02/21;000000;140.62;141.38;140.02;140.78;1074690;0
ДетскийМир;D;08/02/21;000000;140.72;142;140.36;141.88;957450;0
ДетскийМир;D;09/02/21;000000;142;143;140.48;142.66;1800960;0
ДетскийМир;D;10/02/21;000000;142.6;147.48;142.38;145.26;4928110;0
ДетскийМир;D;11/02/21;000000;145;146.48;142.4;142.92;2328290;0
ДетскийМир;D;12/02/21;000000;143;144.4;141.96;143.94;1504770;0
ДетскийМир;D;15/02/21;000000;144.2;144.98;143.54;144.8;1392680;0
ДетскийМир;D;16/02/21;000000;145;145;143.54;143.84;1606040;0
ДетскийМир;D;17/02/21;000000;143.64;145.4;143.02;144.68;1230500;0
ДетскийМир;D;18/02/21;000000;144.88;144.88;141.28;143.52;2110780;0
ДетскийМир;D;19/02/21;000000;142.16;145.26;141.76;145;1793650;0
ДетскийМир;D;20/02/21;000000;145;145;143.54;144.7;308920;0
ДетскийМир;D;22/02/21;000000;145;145.98;142.12;143.68;1244810;0
ДетскийМир;D;24/02/21;000000;143.98;143.98;138.2;140.42;2503180;0
ДетскийМир;D;25/02/21;000000;140.4;142.3;139.22;140.34;1398290;0
ДетскийМир;D;26/02/21;000000;139.5;142.5;139.5;141.92;2646190;0
ДетскийМир;D;01/03/21;000000;143.84;144.74;142.04;143.42;2262330;0
ДетскийМир;D;02/03/21;000000;143.2;144.74;140.96;143.32;2049350;0
ДетскийМир;D;03/03/21;000000;143;145.5;143;144.64;1977060;0
ДетскийМир;D;04/03/21;000000;145;145.4;141.36;141.46;2420570;0
ДетскийМир;D;05/03/21;000000;142.14;142.86;139.3;142.2;2598410;0
ДетскийМир;D;09/03/21;000000;142.02;142.78;134.32;137.58;7616590;0
ДетскийМир;D;10/03/21;000000;136.76;141.5;136.16;139.4;3702710;0
ДетскийМир;D;11/03/21;000000;139.9;141.28;139;140;2025170;0
ДетскийМир;D;12/03/21;000000;139.88;140.4;136.62;139.5;2321220;0
ДетскийМир;D;15/03/21;000000;138.52;139.76;135.88;137.56;4292440;0
ДетскийМир;D;16/03/21;000000;137.62;137.7;135.7;136.74;2781390;0
ДетскийМир;D;17/03/21;000000;136;136.62;133.62;135.32;6339730;0
ДетскийМир;D;18/03/21;000000;134.44;136.26;133.5;134.5;5279540;0
Роснефть;D;19/03/18;000000;321.8;324.6;316;316;8328140;0
Роснефть;D;20/03/18;000000;317;319.25;312.6;317.55;5622870;0
Роснефть;D;21/03/18;000000;317.65;321.5;316;317.5;4980520;0
Роснефть;D;22/03/18;000000;318.6;319.75;315;316.15;3247090;0
Роснефть;D;23/03/18;000000;315.35;315.35;311.25;314.5;3689250;0
Роснефть;D;26/03/18;000000;313.8;314.45;308.05;308.05;3410780;0
Роснефть;D;27/03/18;000000;310.05;311.25;308.15;309.65;2724110;0
Роснефть;D;28/03/18;000000;308.25;310.85;305;308.8;2930120;0
Роснефть;D;29/03/18;000000;310.05;317.5;309.7;316.35;3848480;0
Роснефть;D;30/03/18;000000;317.5;318.1;313.2;313.9;1223700;0
Роснефть;D;02/04/18;000000;314.5;316.85;309.05;309.05;2452220;0
Роснефть;D;03/04/18;000000;309.05;313.85;309.05;313.25;4461740;0
Роснефть;D;04/04/18;000000;313.5;319.95;313.3;319.6;7918150;0
Роснефть;D;05/04/18;000000;321;325.95;320.1;322.65;8052760;0
Роснефть;D;06/04/18;000000;321.9;322.3;318.05;319.6;3621820;0
Роснефть;D;09/04/18;000000;318.1;318.85;281.65;299.5;22425040;0
Роснефть;D;10/04/18;000000;299;313.95;296.4;309;13051680;0
Роснефть;D;11/04/18;000000;309;324;306.9;324;16920630;0
Роснефть;D;12/04/18;000000;324.95;333;316.2;333;18639000;0
Роснефть;D;13/04/18;000000;331.3;331.75;319.8;323;8414940;0
Роснефть;D;16/04/18;000000;317;324.5;315.1;319;3545420;0
Роснефть;D;17/04/18;000000;324;329.5;320.05;329.5;7051100;0
Роснефть;D;18/04/18;000000;329.3;337.85;326;333.1;8288320;0
Роснефть;D;19/04/18;000000;335.25;339;333;337.3;6569130;0
Роснефть;D;20/04/18;000000;336.5;342.45;334.1;338.95;7033820;0
Роснефть;D;23/04/18;000000;339.95;351;336.1;351;8675780;0
Роснефть;D;24/04/18;000000;352.9;362.5;347.8;352.25;9104490;0
Роснефть;D;25/04/18;000000;349.7;370;348.05;370;12084360;0
Роснефть;D;26/04/18;000000;368.1;376;364;375;13914390;0
Роснефть;D;27/04/18;000000;375;380.65;373.5;380;10768550;0
Роснефть;D;28/04/18;000000;379.5;381.15;376;381;1342710;0
Роснефть;D;30/04/18;000000;381.05;388.25;379.15;383;3687340;0
Роснефть;D;02/05/18;000000;390;408.05;389.3;401.05;13341560;0
Роснефть;D;03/05/18;000000;400.05;400.9;386.1;387.15;9673410;0
Роснефть;D;04/05/18;000000;388;394.95;385.05;386.75;4935000;0
Роснефть;D;07/05/18;000000;390;398.95;387.5;388.25;5697830;0
Роснефть;D;08/05/18;000000;388.35;394.55;385.8;393.05;5798310;0
Роснефть;D;10/05/18;000000;400;400;393.2;395.7;3784410;0
Роснефть;D;11/05/18;000000;393.2;403.75;392.45;401.45;6064050;0
Роснефть;D;14/05/18;000000;402;404.5;397.45;403.55;2984860;0
Роснефть;D;15/05/18;000000;402;402;392;394.85;4699950;0
Роснефть;D;16/05/18;000000;395.5;398;388.65;389.8;4060930;0
Роснефть;D;17/05/18;000000;391.95;392.05;381.85;381.85;4209030;0
Роснефть;D;18/05/18;000000;382;389.7;380.1;387;3237250;0
Роснефть;D;21/05/18;000000;387.95;391.55;385.45;386.9;2367900;0
Роснефть;D;22/05/18;000000;387.5;388.35;381.5;385.55;2431880;0
Роснефть;D;23/05/18;000000;384.65;384.7;376.05;377.7;4111650;0
Роснефть;D;24/05/18;000000;379.2;381.5;374.25;378;4302720;0
Роснефть;D;25/05/18;000000;378.2;379.45;374.7;378.3;2793010;0
Роснефть;D;28/05/18;000000;376.6;379.65;374.25;379.55;1558470;0
Роснефть;D;29/05/18;000000;378.85;383.5;376.55;383;3487340;0
Роснефть;D;30/05/18;000000;382.5;383.8;379;381.05;2575260;0
Роснефть;D;31/05/18;000000;381.5;386;381.1;385.3;3912500;0
Роснефть;D;01/06/18;000000;384.2;386.75;381.65;382.55;1964460;0
Роснефть;D;04/06/18;000000;383.5;387.75;382.85;384.9;1335330;0
Роснефть;D;05/06/18;000000;383.25;386.35;371.4;381.95;22365300;0
Роснефть;D;06/06/18;000000;382.7;382.75;377.1;380.8;2338250;0
Роснефть;D;07/06/18;000000;382;384;380.05;380.05;2228290;0
Роснефть;D;08/06/18;000000;380.5;383.75;378.45;381;4781700;0
Роснефть;D;09/06/18;000000;381.7;382.95;381.05;382.15;231600;0
Роснефть;D;11/06/18;000000;382.8;386.5;378.85;384.55;1725040;0
Роснефть;D;13/06/18;000000;385.4;386.9;381.2;382;2484080;0
Роснефть;D;14/06/18;000000;383.8;383.8;377.3;381.7;2809730;0
Роснефть;D;15/06/18;000000;381.45;384.5;379;383.25;4633410;0
Роснефть;D;18/06/18;000000;381.85;389.5;379.4;387;4061820;0
Роснефть;D;19/06/18;000000;386.5;393.6;383.25;392.35;5227340;0
Роснефть;D;20/06/18;000000;393.1;395.9;387.7;390.2;3966110;0
Роснефть;D;21/06/18;000000;390;395.15;387.05;392.75;4106180;0
Роснефть;D;22/06/18;000000;393.5;395.4;388.45;390.8;3212620;0
Роснефть;D;25/06/18;000000;390;399.65;388.7;393.95;2707500;0
Роснефть;D;26/06/18;000000;395;397.35;388.7;389.3;2825190;0
Роснефть;D;27/06/18;000000;390.25;396.5;387.7;394.6;3046940;0
Роснефть;D;28/06/18;000000;395;399.85;394;396.5;3639810;0
Роснефть;D;29/06/18;000000;391.1;396.2;391.05;396.15;2783110;0
Роснефть;D;02/07/18;000000;394.5;398.8;392.5;394.7;2677000;0
Роснефть;D;03/07/18;000000;393.95;394.7;388.35;389.95;2404620;0
Роснефть;D;04/07/18;000000;391;393.75;388.35;393.25;1735390;0
Роснефть;D;05/07/18;000000;392.9;406.05;391.95;406.05;3870030;0
Роснефть;D;06/07/18;000000;405.05;405.05;398.8;403.4;2324820;0
Роснефть;D;09/07/18;000000;402.4;410.45;402.4;408.15;2545920;0
Роснефть;D;10/07/18;000000;410.8;419;407.25;413.2;5875760;0
Роснефть;D;11/07/18;000000;412;414.15;407.15;409.85;3955770;0
Роснефть;D;12/07/18;000000;407;408.45;399.6;406.45;3588540;0
Роснефть;D;13/07/18;000000;407;412;403.45;406.9;2574640;0
Роснефть;D;16/07/18;000000;406.8;411.9;404;407.3;2911940;0
Роснефть;D;17/07/18;000000;406.5;406.5;398.15;399.5;2712430;0
Роснефть;D;18/07/18;000000;400.95;402.2;396.7;400.9;2846350;0
Роснефть;D;19/07/18;000000;401.1;403.3;397.2;400.5;1424950;0
Роснефть;D;20/07/18;000000;401.55;401.55;391.1;393.25;2726380;0
Роснефть;D;23/07/18;000000;394.25;396.35;391.4;394.5;1390630;0
Роснефть;D;24/07/18;000000;394.7;395.1;390.35;394.9;1316730;0
Роснефть;D;25/07/18;000000;392.5;396.55;390.85;395.8;1788150;0
Роснефть;D;26/07/18;000000;396;400;393.85;397.35;1638900;0
Роснефть;D;27/07/18;000000;397.35;404.4;397.35;403.5;2318520;0
Роснефть;D;30/07/18;000000;400.3;407;399;406.45;1641700;0
Роснефть;D;31/07/18;000000;407;419;405.6;419;4504090;0
Роснефть;D;01/08/18;000000;418.95;419.8;412.1;416.6;3024390;0
Роснефть;D;02/08/18;000000;416.95;419.45;413.65;416.8;2388420;0
Роснефть;D;03/08/18;000000;416.7;416.7;407.2;411.25;2831870;0
Роснефть;D;06/08/18;000000;412.55;422.6;412.5;419.35;4759030;0
Роснефть;D;07/08/18;000000;420.95;432.45;420.6;427.9;9945010;0
Роснефть;D;08/08/18;000000;427;430;418.8;429;4131460;0
Роснефть;D;09/08/18;000000;427.5;432.3;424.3;432.3;3231570;0
Роснефть;D;10/08/18;000000;429.2;441.15;429.2;433.25;4115890;0
Роснефть;D;13/08/18;000000;430.3;439.95;429;437.2;3684080;0
Роснефть;D;14/08/18;000000;439.75;442;430;431.3;2621040;0
Роснефть;D;15/08/18;000000;430;433.25;425.05;428.55;3823470;0
Роснефть;D;16/08/18;000000;428.55;430;422.1;422.3;2658400;0
Роснефть;D;17/08/18;000000;423;427.85;421;425.8;2124680;0
Роснефть;D;20/08/18;000000;418.05;429.9;418.05;427;1112730;0
Роснефть;D;21/08/18;000000;429;434;425.85;434;2407720;0
Роснефть;D;22/08/18;000000;434.5;440;432.4;437.3;2394360;0
Роснефть;D;23/08/18;000000;437.8;441.25;426.25;430;2426110;0
Роснефть;D;24/08/18;000000;432;432;425;428.1;2826300;0
Роснефть;D;27/08/18;000000;429.25;434.75;426.5;434.75;1689290;0
Роснефть;D;28/08/18;000000;435;437.95;432.15;436;2271780;0
Роснефть;D;29/08/18;000000;436.2;444.95;435.35;440.5;2671530;0
Роснефть;D;30/08/18;000000;444.3;444.3;435;437;2556860;0
Роснефть;D;31/08/18;000000;435;438.25;430.95;435.7;2589720;0
Роснефть;D;03/09/18;000000;435.7;439.7;432.4;438.75;1178880;0
Роснефть;D;04/09/18;000000;439;444.85;436.85;439.35;1614480;0
Роснефть;D;05/09/18;000000;438.15;440.5;434.45;434.5;1820600;0
Роснефть;D;06/09/18;000000;435.5;439;433.2;436.05;1683090;0
Роснефть;D;07/09/18;000000;435.1;441.55;432.4;439.55;1629820;0
Роснефть;D;10/09/18;000000;438.95;449.45;438.95;449.45;2122830;0
Роснефть;D;11/09/18;000000;450;451.35;446;448.8;2337800;0
Роснефть;D;12/09/18;000000;449.5;453.35;441.15;444.9;3877350;0
Роснефть;D;13/09/18;000000;445.45;445.85;438.5;442.4;1911460;0
Роснефть;D;14/09/18;000000;441.25;443.7;437.85;441.35;2120550;0
Роснефть;D;17/09/18;000000;442.7;445;437.55;441.3;2204430;0
Роснефть;D;18/09/18;000000;440.85;442;435.75;440.4;2488300;0
Роснефть;D;19/09/18;000000;440.85;442.75;436.8;437.85;2328070;0
Роснефть;D;20/09/18;000000;438.3;444.85;438;438.7;5952670;0
Роснефть;D;21/09/18;000000;439.75;443.9;434.45;440.4;4403540;0
Роснефть;D;24/09/18;000000;442.05;449.4;440.45;447.05;3194840;0
Роснефть;D;25/09/18;000000;449.9;460.35;446.55;460;4021640;0
Роснефть;D;26/09/18;000000;460;464.5;454.7;458.5;4067720;0
Роснефть;D;27/09/18;000000;458;478;456.7;478;5731410;0
Роснефть;D;28/09/18;000000;478.95;495;476.45;493;8520850;0
Роснефть;D;01/10/18;000000;496;499;487.8;494.05;3755170;0
Роснефть;D;02/10/18;000000;497;498.8;489;491.4;2803520;0
Роснефть;D;03/10/18;000000;492.1;512.25;491.5;512;6132650;0
Роснефть;D;04/10/18;000000;512;522.8;500.85;508.2;7284010;0
Роснефть;D;05/10/18;000000;506;516;498.35;503;4826790;0
Роснефть;D;08/10/18;000000;490.45;492.45;478.05;479.45;5023270;0
Роснефть;D;09/10/18;000000;481.75;483.7;473.1;473.1;4152170;0
Роснефть;D;10/10/18;000000;473.3;475.8;466.7;468.75;4822860;0
Роснефть;D;11/10/18;000000;462;467.05;458.15;462.55;4442520;0
Роснефть;D;12/10/18;000000;464.6;468.75;463.65;465.1;2783170;0
Роснефть;D;15/10/18;000000;468.25;469.25;460.2;462.05;1806370;0
Роснефть;D;16/10/18;000000;462.5;472;462;468.7;2713340;0
Роснефть;D;17/10/18;000000;470.15;472.9;466;467.85;3921870;0
Роснефть;D;18/10/18;000000;467.3;469.5;462.65;466.6;2028930;0
Роснефть;D;19/10/18;000000;465.1;474.3;464.6;467;2750830;0
Роснефть;D;22/10/18;000000;468.95;473.65;463.6;465.3;2575220;0
Роснефть;D;23/10/18;000000;464;464.9;450.3;455;4363010;0
Роснефть;D;24/10/18;000000;456;468.1;455.25;463.5;3134510;0
Роснефть;D;25/10/18;000000;461.95;463;453.5;458.4;3094960;0
Роснефть;D;26/10/18;000000;458.4;458.65;448.9;453.3;2886060;0
Роснефть;D;29/10/18;000000;454.05;459.95;453.05;458.5;1752560;0
Роснефть;D;30/10/18;000000;457.9;461.7;443.05;453.7;2312890;0
Роснефть;D;31/10/18;000000;457;467;456.2;460.45;4348090;0
Роснефть;D;01/11/18;000000;459.8;463.95;455.5;460;3202360;0
Роснефть;D;02/11/18;000000;460.55;462.25;456.75;459.6;3222640;0
Роснефть;D;06/11/18;000000;462.1;484.35;461.7;482.45;6370460;0
Роснефть;D;07/11/18;000000;482.75;487.85;478.7;484.1;3112250;0
Роснефть;D;08/11/18;000000;484;485;473.4;475;3523150;0
Роснефть;D;09/11/18;000000;471.05;474.25;465;468.6;4253200;0
Роснефть;D;12/11/18;000000;473;475.6;462.5;463.5;2423720;0
Роснефть;D;13/11/18;000000;461.7;462.7;443.6;443.6;7991810;0
Роснефть;D;14/11/18;000000;439.85;441.6;425.5;427.15;11455890;0
Роснефть;D;15/11/18;000000;429.05;430.7;421.85;424.25;5447170;0
Роснефть;D;16/11/18;000000;426.25;428.65;420.5;420.85;5137480;0
Роснефть;D;19/11/18;000000;422.15;425.85;421.2;424.1;4576970;0
Роснефть;D;20/11/18;000000;423.35;423.45;412.25;413.55;7946890;0
Роснефть;D;21/11/18;000000;410.65;416;409;411.85;4504550;0
Роснефть;D;22/11/18;000000;411.8;414.25;408.1;411.1;2552040;0
Роснефть;D;23/11/18;000000;408.95;410.75;401.25;405.2;7514900;0
Роснефть;D;26/11/18;000000;405.8;415.15;397.25;407;7420020;0
Роснефть;D;27/11/18;000000;408.7;420.1;408;419.8;3654450;0
Роснефть;D;28/11/18;000000;418.8;425.85;418.7;421.45;4146310;0
Роснефть;D;29/11/18;000000;419.55;424.6;412.5;417;5351360;0
Роснефть;D;30/11/18;000000;416.95;424.4;414.4;423.1;3386930;0
Роснефть;D;03/12/18;000000;436.2;439.9;429.25;434;6694560;0
Роснефть;D;04/12/18;000000;434;440.55;433.25;439;3083270;0
Роснефть;D;05/12/18;000000;434.95;439;430;439;2532770;0
Роснефть;D;06/12/18;000000;436;438.4;422.55;430;4348890;0
Роснефть;D;07/12/18;000000;429.4;442.05;429.15;439;5140220;0
Роснефть;D;10/12/18;000000;437;441;424.3;428.5;4018620;0
Роснефть;D;11/12/18;000000;428.5;429.5;421.5;425.55;3679440;0
Роснефть;D;12/12/18;000000;426.05;428.05;419.15;422;4551590;0
Роснефть;D;13/12/18;000000;423;423;414;415.75;4855500;0
Роснефть;D;14/12/18;000000;415.1;422.3;414.35;418;3239920;0
Роснефть;D;17/12/18;000000;417.9;421.5;414;416;2517430;0
Роснефть;D;18/12/18;000000;413;414.85;407.15;412.15;5463430;0
